query_system,mean_success,n_proper_ligands,best_similarity,density,mean_similarity_above_threshold,visualisation_similarity,density_group,similarity_metric,similarity_column,threshold,mean_success_percent
5sez__1__1.A__1.G,0.75,1,88.0,25,62.48,62.48,Low density,Interaction,pli_qcov,50,75.0
5sf0__1__1.A__1.G,1.0,1,50.0,7,50.0,50.0,Low density,Interaction,pli_qcov,50,100.0
5sf1__1__1.A__1.E,0.75,1,100.0,18,72.5,72.5,Low density,Interaction,pli_qcov,50,75.0
5sf4__1__1.A__1.G,0.5,1,50.0,6,50.0,50.0,Low density,Interaction,pli_qcov,50,50.0
5sf7__1__1.A__1.G,1.0,1,100.0,22,74.0,74.0,Low density,Interaction,pli_qcov,50,100.0
5sfc__1__1.A__1.G,0.25,1,62.0,7,56.285714285714285,56.285714285714285,Low density,Interaction,pli_qcov,50,25.0
5sfd__1__1.A__1.G,0.5,1,100.0,20,67.5,67.5,Low density,Interaction,pli_qcov,50,50.0
5sfg__1__1.A__1.G,0.25,1,83.0,22,56.90909090909091,56.90909090909091,Low density,Interaction,pli_qcov,50,25.0
5sfh__1__1.A__1.G,0.5,1,100.0,23,69.1304347826087,69.1304347826087,Low density,Interaction,pli_qcov,50,50.0
5sfl__1__1.A__1.G,0.5,1,50.0,10,50.0,50.0,Low density,Interaction,pli_qcov,50,50.0
5sfn__1__1.A__1.G,1.0,1,80.0,28,62.857142857142854,62.857142857142854,Low density,Interaction,pli_qcov,50,100.0
5sfo__1__1.A__1.G,1.0,1,67.0,5,64.8,64.8,Low density,Interaction,pli_qcov,50,100.0
5sfp__1__1.A__1.G,0.75,1,62.0,13,54.61538461538461,54.61538461538461,Low density,Interaction,pli_qcov,50,75.0
5sfr__1__1.A__1.G,0.25,1,70.0,15,54.0,54.0,Low density,Interaction,pli_qcov,50,25.0
5sfx__1__1.A__1.G,0.5,1,86.0,19,62.94736842105263,62.94736842105263,Low density,Interaction,pli_qcov,50,50.0
5sfy__1__1.A__1.G,0.5,1,77.0,12,63.5,63.5,Low density,Interaction,pli_qcov,50,50.0
5sg0__1__1.A__1.G,1.0,1,64.0,13,52.69230769230769,52.69230769230769,Low density,Interaction,pli_qcov,50,100.0
5sg5__1__1.A__1.G,0.25,1,46.0,0,,46.0,No neighbours,Interaction,pli_qcov,50,25.0
5sg6__1__1.A__1.G,0.5,1,90.0,20,67.0,67.0,Low density,Interaction,pli_qcov,50,50.0
5sg9__1__1.A__1.G,0.0,1,82.0,11,71.36363636363636,71.36363636363636,Low density,Interaction,pli_qcov,50,0.0
5sgh__1__1.A__1.G,1.0,1,50.0,5,50.0,50.0,Low density,Interaction,pli_qcov,50,100.0
5sgk__1__1.A__1.G,1.0,1,75.0,12,55.083333333333336,55.083333333333336,Low density,Interaction,pli_qcov,50,100.0
5sgl__1__1.A__1.G,0.0,1,75.0,24,60.75,60.75,Low density,Interaction,pli_qcov,50,0.0
5sgm__1__1.A__1.D,1.0,1,86.0,18,62.5,62.5,Low density,Interaction,pli_qcov,50,100.0
5sgp__1__1.A__1.H,1.0,1,100.0,28,66.17857142857143,66.17857142857143,Low density,Interaction,pli_qcov,50,100.0
5sgr__1__1.A__1.G,0.75,1,64.0,15,56.8,56.8,Low density,Interaction,pli_qcov,50,75.0
5sgs__1__1.A__1.G,1.0,1,77.0,17,63.11764705882353,63.11764705882353,Low density,Interaction,pli_qcov,50,100.0
5sgt__1__1.A__1.G,0.25,1,67.0,7,58.285714285714285,58.285714285714285,Low density,Interaction,pli_qcov,50,25.0
5sgw__1__1.A__1.G,1.0,1,90.0,22,62.72727272727273,62.72727272727273,Low density,Interaction,pli_qcov,50,100.0
5sgx__1__1.A__1.G,0.75,1,82.0,17,67.70588235294117,67.70588235294117,Low density,Interaction,pli_qcov,50,75.0
5sgz__1__1.A__1.G,1.0,1,82.0,19,64.94736842105263,64.94736842105263,Low density,Interaction,pli_qcov,50,100.0
5sh0__1__1.A__1.G,0.0,1,71.0,19,61.421052631578945,61.421052631578945,Low density,Interaction,pli_qcov,50,0.0
5sh1__1__1.A__1.G,0.0,1,82.0,18,70.5,70.5,Low density,Interaction,pli_qcov,50,0.0
5sh2__1__1.A__1.G,1.0,1,100.0,30,95.6,95.6,Low density,Interaction,pli_qcov,50,100.0
5sh6__1__1.A__1.G,0.5,1,78.0,16,64.25,64.25,Low density,Interaction,pli_qcov,50,50.0
5sh8__1__1.A__1.E,0.25,1,100.0,30,70.83333333333333,70.83333333333333,Low density,Interaction,pli_qcov,50,25.0
5shc__1__1.A__1.G,1.0,1,67.0,5,64.8,64.8,Low density,Interaction,pli_qcov,50,100.0
5shf__1__1.A__1.G,1.0,1,70.0,14,59.285714285714285,59.285714285714285,Low density,Interaction,pli_qcov,50,100.0
5shg__1__1.A__1.G,1.0,1,80.0,21,64.76190476190476,64.76190476190476,Low density,Interaction,pli_qcov,50,100.0
5shh__1__1.A__1.G,0.75,1,75.0,25,59.28,59.28,Low density,Interaction,pli_qcov,50,75.0
5shi__1__1.A__1.E,0.5,1,71.0,9,60.888888888888886,60.888888888888886,Low density,Interaction,pli_qcov,50,50.0
5shp__1__1.A__1.G,0.75,1,80.0,15,60.666666666666664,60.666666666666664,Low density,Interaction,pli_qcov,50,75.0
5shu__1__1.A__1.G,1.0,1,58.0,5,56.4,56.4,Low density,Interaction,pli_qcov,50,100.0
5shx__1__1.A__1.G,0.5,1,100.0,26,76.0,76.0,Low density,Interaction,pli_qcov,50,50.0
5si3__1__1.A__1.E,0.5,1,71.0,9,60.111111111111114,60.111111111111114,Low density,Interaction,pli_qcov,50,50.0
5si6__1__1.A__1.G,1.0,1,86.0,9,64.88888888888889,64.88888888888889,Low density,Interaction,pli_qcov,50,100.0
5si7__1__1.A__1.G,0.75,1,67.0,16,54.0625,54.0625,Low density,Interaction,pli_qcov,50,75.0
5si8__1__1.A__1.G,0.75,1,88.0,19,59.10526315789474,59.10526315789474,Low density,Interaction,pli_qcov,50,75.0
5si9__1__1.A__1.G,0.75,1,50.0,2,50.0,50.0,Low density,Interaction,pli_qcov,50,75.0
5sie__1__1.A__1.G,0.75,1,71.0,15,60.733333333333334,60.733333333333334,Low density,Interaction,pli_qcov,50,75.0
5sif__1__1.A__1.I,0.5,1,91.0,22,69.31818181818181,69.31818181818181,Low density,Interaction,pli_qcov,50,50.0
5sig__1__1.A__1.G,0.0,1,43.0,0,,43.0,No neighbours,Interaction,pli_qcov,50,0.0
5sih__1__1.A__1.H,0.0,1,78.0,10,65.9,65.9,Low density,Interaction,pli_qcov,50,0.0
5sio__1__1.A__1.H,1.0,1,80.0,13,60.76923076923077,60.76923076923077,Low density,Interaction,pli_qcov,50,100.0
5sip__1__1.A__1.G,0.5,1,71.0,8,65.75,65.75,Low density,Interaction,pli_qcov,50,50.0
5siq__1__1.A__1.H,0.25,1,89.0,23,74.17391304347827,74.17391304347827,Low density,Interaction,pli_qcov,50,25.0
5sir__1__1.A__1.G,1.0,1,88.0,19,64.94736842105263,64.94736842105263,Low density,Interaction,pli_qcov,50,100.0
5siy__1__1.A__1.G,0.75,1,80.0,18,65.55555555555556,65.55555555555556,Low density,Interaction,pli_qcov,50,75.0
5siz__1__1.A__1.G,0.0,1,100.0,23,79.52173913043478,79.52173913043478,Low density,Interaction,pli_qcov,50,0.0
5sj1__1__1.A__1.G,0.5,1,58.0,12,53.333333333333336,53.333333333333336,Low density,Interaction,pli_qcov,50,50.0
5sj7__1__1.A__1.G,0.5,1,86.0,17,63.64705882352941,63.64705882352941,Low density,Interaction,pli_qcov,50,50.0
5sj8__1__1.A__1.G,1.0,1,89.0,21,72.23809523809524,72.23809523809524,Low density,Interaction,pli_qcov,50,100.0
5sjb__1__1.A__1.G,0.5,1,58.0,4,52.0,52.0,Low density,Interaction,pli_qcov,50,50.0
5sjc__1__1.A__1.F,0.75,1,60.0,5,56.0,56.0,Low density,Interaction,pli_qcov,50,75.0
5sjf__1__1.A__1.H,0.0,1,91.0,19,68.26315789473684,68.26315789473684,Low density,Interaction,pli_qcov,50,0.0
5sjg__1__1.A__1.G,0.75,1,50.0,2,50.0,50.0,Low density,Interaction,pli_qcov,50,75.0
5sjl__1__1.A__1.G,0.25,1,71.0,15,63.53333333333333,63.53333333333333,Low density,Interaction,pli_qcov,50,25.0
5sjo__1__1.A__1.H,0.75,1,91.0,24,66.25,66.25,Low density,Interaction,pli_qcov,50,75.0
5sjt__1__1.A__1.H,1.0,1,75.0,20,58.05,58.05,Low density,Interaction,pli_qcov,50,100.0
5sju__1__1.A__1.G,0.5,1,50.0,10,50.0,50.0,Low density,Interaction,pli_qcov,50,50.0
5sjv__1__1.A__1.G,1.0,1,64.0,8,60.625,60.625,Low density,Interaction,pli_qcov,50,100.0
5sjw__1__1.A__1.I,0.75,1,50.0,3,50.0,50.0,Low density,Interaction,pli_qcov,50,75.0
5sk0__1__1.A__1.G,0.25,1,62.0,25,56.72,56.72,Low density,Interaction,pli_qcov,50,25.0
5sk4__1__1.A__1.G,1.0,1,85.0,20,64.05,64.05,Low density,Interaction,pli_qcov,50,100.0
5sk5__1__1.A__1.H,1.0,1,100.0,30,67.86666666666666,67.86666666666666,Low density,Interaction,pli_qcov,50,100.0
5sk6__1__1.A__1.G,1.0,1,86.0,7,69.14285714285714,69.14285714285714,Low density,Interaction,pli_qcov,50,100.0
5sk9__1__1.A__1.G,1.0,1,100.0,548,56.38321167883212,56.38321167883212,High density,Interaction,pli_qcov,50,100.0
5skd__1__1.A__1.G,0.5,1,100.0,24,68.75,68.75,Low density,Interaction,pli_qcov,50,50.0
5skf__1__1.A__1.I,0.25,1,90.0,24,68.75,68.75,Low density,Interaction,pli_qcov,50,25.0
5skg__1__1.A__1.G,0.75,1,57.0,6,52.333333333333336,52.333333333333336,Low density,Interaction,pli_qcov,50,75.0
5skh__1__1.A__1.H,1.0,1,92.0,24,65.66666666666667,65.66666666666667,Low density,Interaction,pli_qcov,50,100.0
5ski__1__1.A__1.G,0.75,1,77.0,8,66.375,66.375,Low density,Interaction,pli_qcov,50,75.0
5skl__1__1.A__1.G,1.0,1,88.0,20,60.65,60.65,Low density,Interaction,pli_qcov,50,100.0
5skm__1__1.A__1.G,0.75,1,100.0,22,70.0,70.0,Low density,Interaction,pli_qcov,50,75.0
5sko__1__1.A__1.G,0.5,1,56.0,1,56.0,56.0,Low density,Interaction,pli_qcov,50,50.0
5skr__1__1.A__1.G,0.75,1,67.0,18,59.666666666666664,59.666666666666664,Low density,Interaction,pli_qcov,50,75.0
5skt__1__1.A__1.G,0.0,1,100.0,27,69.81481481481481,69.81481481481481,Low density,Interaction,pli_qcov,50,0.0
5sku__1__1.A__1.G,0.0,1,75.0,17,58.35294117647059,58.35294117647059,Low density,Interaction,pli_qcov,50,0.0
5slg__1__1.A__1.G,0.0,1,25.0,0,,25.0,No neighbours,Interaction,pli_qcov,50,0.0
5umb__1__1.A__1.E_1.F_1.G,1.0,1,87.0,116,58.956896551724135,58.956896551724135,High density,Interaction,pli_qcov,50,100.0
6x4j__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,84.0,14,64.57142857142857,64.57142857142857,Low density,Interaction,pli_qcov,50,100.0
6x4k__1__1.A_2.A__1.B_1.C_1.D_1.E,1.0,2,81.0,12,59.0,59.0,Low density,Interaction,pli_qcov,50,100.0
6x4l__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,83.0,10,65.8,65.8,Low density,Interaction,pli_qcov,50,100.0
6xqr__1__1.B__1.E,0.0,1,80.0,106,56.60377358490566,56.60377358490566,High density,Interaction,pli_qcov,50,0.0
6z48__1__1.B__1.J,1.0,1,83.0,234,54.29059829059829,54.29059829059829,High density,Interaction,pli_qcov,50,100.0
6zfz__1__1.A__1.B,0.75,1,62.0,4,56.0,56.0,Low density,Interaction,pli_qcov,50,75.0
6zg4__1__1.A__1.B,0.25,1,50.0,5,50.0,50.0,Low density,Interaction,pli_qcov,50,25.0
6zg9__1__1.A__1.B,1.0,1,50.0,1,50.0,50.0,Low density,Interaction,pli_qcov,50,100.0
6zk2__1__1.A_1.B__1.E_1.F,0.5,1,38.0,0,,38.0,No neighbours,Interaction,pli_qcov,50,50.0
6zk5__1__1.A_1.B__1.F_1.G,1.0,1,54.0,1,54.0,54.0,Low density,Interaction,pli_qcov,50,100.0
6zx1__1__1.A_2.A__1.B,1.0,1,88.0,6,79.16666666666667,79.16666666666667,Low density,Interaction,pli_qcov,50,100.0
7a4q__1__1.A__1.B,1.0,1,80.0,54,58.851851851851855,58.851851851851855,High density,Interaction,pli_qcov,50,100.0
7ab9__1__1.A__1.G_1.P,0.5,1,100.0,655,62.48091603053435,62.48091603053435,High density,Interaction,pli_qcov,50,50.0
7abe__1__1.A__1.G_1.W,1.0,1,100.0,374,65.15508021390374,65.15508021390374,High density,Interaction,pli_qcov,50,100.0
7abj__1__1.A__1.T,1.0,1,100.0,690,61.3768115942029,61.3768115942029,High density,Interaction,pli_qcov,50,100.0
7afz__1__2.A__2.B_2.C_2.D,0.75,1,80.0,48,70.625,70.625,High density,Interaction,pli_qcov,50,75.0
7ait__1__1.A__1.C,0.25,1,67.0,27,55.888888888888886,55.888888888888886,Low density,Interaction,pli_qcov,50,25.0
7aiu__1__1.A__1.H,0.0,1,81.0,60,63.21666666666667,63.21666666666667,High density,Interaction,pli_qcov,50,0.0
7an8__1__1.B__1.E,0.75,1,12.0,0,,12.0,No neighbours,Interaction,pli_qcov,50,75.0
7ana__1__1.A__1.C,0.25,1,15.0,0,,15.0,No neighbours,Interaction,pli_qcov,50,25.0
7au4__1__1.A_2.A__2.D,1.0,1,83.0,100,54.07,54.07,High density,Interaction,pli_qcov,50,100.0
7ay9__1__1.A__1.I,0.75,1,100.0,325,53.84615384615385,53.84615384615385,High density,Interaction,pli_qcov,50,75.0
7aya__1__1.A__1.H_1.N_1.U,1.0,1,82.0,76,58.671052631578945,58.671052631578945,High density,Interaction,pli_qcov,50,100.0
7ayz__1__1.A__1.D,0.25,1,46.0,0,,46.0,No neighbours,Interaction,pli_qcov,50,25.0
7b2u__1__1.A_1.B__1.C,0.5,1,100.0,151,66.49006622516556,66.49006622516556,High density,Interaction,pli_qcov,50,50.0
7b3g__1__1.A__1.I,0.5,1,53.0,3,53.0,53.0,Low density,Interaction,pli_qcov,50,50.0
7b3h__1__1.A__1.H,1.0,1,77.0,7,58.42857142857143,58.42857142857143,Low density,Interaction,pli_qcov,50,100.0
7b3i__1__1.A__1.I,1.0,1,69.0,10,55.5,55.5,Low density,Interaction,pli_qcov,50,100.0
7b3p__1__1.A__1.G,1.0,1,57.0,3,52.333333333333336,52.333333333333336,Low density,Interaction,pli_qcov,50,100.0
7b3x__1__1.A__1.F,1.0,1,61.0,3,57.666666666666664,57.666666666666664,Low density,Interaction,pli_qcov,50,100.0
7b4x__1__1.A__1.M,1.0,1,71.0,9,53.888888888888886,53.888888888888886,Low density,Interaction,pli_qcov,50,100.0
7b6v__1__1.C_1.D__1.Y,0.25,1,73.0,5,64.0,64.0,Low density,Interaction,pli_qcov,50,25.0
7b77__1__1.A_2.A__1.F,1.0,1,75.0,136,52.94117647058823,52.94117647058823,High density,Interaction,pli_qcov,50,100.0
7b87__1__1.A__1.N,0.0,1,50.0,4,50.0,50.0,Low density,Interaction,pli_qcov,50,0.0
7b89__1__1.A__1.D,0.75,1,100.0,12,70.0,70.0,Low density,Interaction,pli_qcov,50,75.0
7b8a__1__1.A__1.F,0.0,1,67.0,4,64.25,64.25,Low density,Interaction,pli_qcov,50,0.0
7bbn__1__1.B__1.E_1.F,1.0,1,86.0,208,65.38942307692308,65.38942307692308,High density,Interaction,pli_qcov,50,100.0
7bc1__1__2.A_3.A__3.B_3.C,0.5,2,45.0,0,,45.0,No neighbours,Interaction,pli_qcov,50,50.0
7bc9__1__1.A__1.J,0.0,1,67.0,4,67.0,67.0,Low density,Interaction,pli_qcov,50,0.0
7bcf__1__1.A__1.H,1.0,1,69.0,9,56.55555555555556,56.55555555555556,Low density,Interaction,pli_qcov,50,100.0
7bdd__1__1.A__1.G,0.0,1,69.0,14,59.0,59.0,Low density,Interaction,pli_qcov,50,0.0
7bi6__1__1.A__1.B_1.G,0.0,1,62.0,1,62.0,62.0,Low density,Interaction,pli_qcov,50,0.0
7bia__1__1.A_1.B__1.D_1.E,0.5,2,94.0,308,60.03896103896104,60.03896103896104,High density,Interaction,pli_qcov,50,50.0
7bis__1__1.A_2.A__2.F,0.5,1,67.0,11,57.72727272727273,57.72727272727273,Low density,Interaction,pli_qcov,50,50.0
7bk9__1__1.A_2.A__2.F,0.0,1,50.0,3,50.0,50.0,Low density,Interaction,pli_qcov,50,0.0
7blw__1__1.A__1.F,0.5,1,88.0,22,75.0909090909091,75.0909090909091,Low density,Interaction,pli_qcov,50,50.0
7bm3__1__1.A__1.M_1.P,0.0,1,64.0,11,55.09090909090909,55.09090909090909,Low density,Interaction,pli_qcov,50,0.0
7bm7__1__1.A__1.F,0.0,1,68.0,11,58.45454545454545,58.45454545454545,Low density,Interaction,pli_qcov,50,0.0
7bmd__1__1.A__1.G_1.R,0.0,1,57.0,1,57.0,57.0,Low density,Interaction,pli_qcov,50,0.0
7bn5__1__1.A__1.G,1.0,1,75.0,18,57.333333333333336,57.333333333333336,Low density,Interaction,pli_qcov,50,100.0
7bn6__1__1.A__1.C_1.D,0.875,2,88.0,514,65.75875486381322,65.75875486381322,High density,Interaction,pli_qcov,50,87.5
7bn7__1__1.A__1.E_1.F,1.0,1,96.0,263,70.63878326996198,70.63878326996198,High density,Interaction,pli_qcov,50,100.0
7bn8__1__1.A__1.G,0.75,1,80.0,14,62.785714285714285,62.785714285714285,Low density,Interaction,pli_qcov,50,75.0
7bnc__1__1.A__1.K,0.5,1,58.0,6,54.666666666666664,54.666666666666664,Low density,Interaction,pli_qcov,50,50.0
7bo0__1__1.A__1.C_1.D,0.75,2,86.0,462,63.316017316017316,63.316017316017316,High density,Interaction,pli_qcov,50,75.0
7bo3__1__1.A__1.M_1.N,0.75,1,88.0,35,58.142857142857146,58.142857142857146,High density,Interaction,pli_qcov,50,75.0
7bo7__1__1.A__1.C,1.0,1,71.0,57,57.73684210526316,57.73684210526316,High density,Interaction,pli_qcov,50,100.0
7cqs__1__1.A__1.B_1.C,1.0,1,100.0,17,63.88235294117647,63.88235294117647,Low density,Interaction,pli_qcov,50,100.0
7dcb__1__1.A_1.B__1.C_1.D,0.5,1,83.0,5,63.2,63.2,Low density,Interaction,pli_qcov,50,50.0
7dcw__1__1.A_1.B__1.D,0.0,1,91.0,8,64.0,64.0,Low density,Interaction,pli_qcov,50,0.0
7dg4__1__1.A__1.B,0.75,1,82.0,392,58.44387755102041,58.44387755102041,High density,Interaction,pli_qcov,50,75.0
7dgc__1__1.A_1.B__1.C_1.D,0.25,1,77.0,5,60.2,60.2,Low density,Interaction,pli_qcov,50,25.0
7dh3__1__1.A__1.B,0.75,1,71.0,196,58.92857142857143,58.92857142857143,High density,Interaction,pli_qcov,50,75.0
7dh9__1__1.A__1.B,1.0,1,80.0,515,55.14563106796116,55.14563106796116,High density,Interaction,pli_qcov,50,100.0
7dhn__1__1.A__1.B,0.25,1,75.0,384,53.182291666666664,53.182291666666664,High density,Interaction,pli_qcov,50,25.0
7dji__1__1.D_1.E__1.L,0.25,1,62.0,20,55.6,55.6,Low density,Interaction,pli_qcov,50,25.0
7dlc__1__1.A_1.B__1.C_1.D,0.5,1,67.0,3,60.0,60.0,Low density,Interaction,pli_qcov,50,50.0
7dm6__1__1.A_1.B__1.C_1.D,0.0,1,92.0,5,60.0,60.0,Low density,Interaction,pli_qcov,50,0.0
7dmc__1__1.A__1.B_1.E_1.F,0.5,1,62.0,64,52.625,52.625,High density,Interaction,pli_qcov,50,50.0
7dn8__1__1.B__1.I_1.J,1.0,1,86.0,552,64.7463768115942,64.7463768115942,High density,Interaction,pli_qcov,50,100.0
7dow__1__1.A_1.B__1.C,0.5,1,64.0,3,59.333333333333336,59.333333333333336,Low density,Interaction,pli_qcov,50,50.0
7dox__1__1.A_1.B__1.E_1.F,0.25,1,92.0,7,59.42857142857143,59.42857142857143,Low density,Interaction,pli_qcov,50,25.0
7doy__1__1.A_1.B__1.E,0.25,1,78.0,4,64.25,64.25,Low density,Interaction,pli_qcov,50,25.0
7dpk__1__1.A_1.B__1.C_1.D,0.5,1,86.0,4,62.5,62.5,Low density,Interaction,pli_qcov,50,50.0
7du9__1__1.A_1.B__1.D,0.75,1,100.0,672,61.51636904761905,61.51636904761905,High density,Interaction,pli_qcov,50,75.0
7dua__1__1.B__1.D,1.0,1,71.0,252,52.833333333333336,52.833333333333336,High density,Interaction,pli_qcov,50,100.0
7dut__1__2.A__2.B_2.C,1.0,1,92.0,20,66.85,66.85,Low density,Interaction,pli_qcov,50,100.0
7duy__1__1.A__1.B_1.C_1.D,0.5,1,73.0,8,59.5,59.5,Low density,Interaction,pli_qcov,50,50.0
7dva__1__1.A__1.C_1.E,1.0,1,53.0,4,53.0,53.0,Low density,Interaction,pli_qcov,50,100.0
7dvb__1__1.A__1.E,1.0,1,54.0,19,54.0,54.0,Low density,Interaction,pli_qcov,50,100.0
7dxl__1__1.A__1.C,0.75,1,100.0,1285,63.190661478599225,63.190661478599225,High density,Interaction,pli_qcov,50,75.0
7dyq__1__1.A__1.B_1.C,0.0,1,50.0,17,50.0,50.0,Low density,Interaction,pli_qcov,50,0.0
7dyw__1__1.A__1.B_1.C,0.75,1,56.0,18,56.0,56.0,Low density,Interaction,pli_qcov,50,75.0
7e1n__1__1.A_1.B__1.D,0.0,1,20.0,0,,20.0,No neighbours,Interaction,pli_qcov,50,0.0
7e3n__1__1.A_2.A__1.B_1.C_1.D,1.0,1,85.0,109,66.10091743119266,66.10091743119266,High density,Interaction,pli_qcov,50,100.0
7e48__1__1.C__1.J_1.K,0.375,2,100.0,2158,69.9481000926784,69.9481000926784,High density,Interaction,pli_qcov,50,37.5
7e5f__1__1.A_2.A__2.B,0.5,1,30.0,0,,30.0,No neighbours,Interaction,pli_qcov,50,50.0
7e5g__1__1.A_2.A__2.B,0.0,1,39.0,0,,39.0,No neighbours,Interaction,pli_qcov,50,0.0
7e60__1__1.A__1.B_1.C,0.0,1,17.0,0,,17.0,No neighbours,Interaction,pli_qcov,50,0.0
7eba__1__1.A__1.C,0.0,1,44.0,0,,44.0,No neighbours,Interaction,pli_qcov,50,0.0
7ec3__1__1.A__1.E_1.F,0.75,2,75.0,10,72.0,72.0,Low density,Interaction,pli_qcov,50,75.0
7ed1__1__1.A_1.B__1.C_1.D_1.E_1.F,0.25,1,77.0,3,66.66666666666667,66.66666666666667,Low density,Interaction,pli_qcov,50,25.0
7ed2__1__1.A_1.B__1.F_1.G_1.H,0.5,1,88.0,8,74.375,74.375,Low density,Interaction,pli_qcov,50,50.0
7edz__1__1.A_2.A__1.E_1.G_1.I,0.625,2,44.0,0,,44.0,No neighbours,Interaction,pli_qcov,50,62.5
7ee5__1__1.A__1.H,0.5,1,70.0,5,54.0,54.0,Low density,Interaction,pli_qcov,50,50.0
7eer__1__2.A__2.E_2.F,0.625,2,81.0,18,67.11111111111111,67.11111111111111,Low density,Interaction,pli_qcov,50,62.5
7ef7__1__1.A__1.B_1.C,0.75,1,50.0,1,50.0,50.0,Low density,Interaction,pli_qcov,50,75.0
7ejh__1__1.C__1.L_1.M,0.375,2,74.0,740,55.33783783783784,55.33783783783784,High density,Interaction,pli_qcov,50,37.5
7eji__1__1.D__1.V_1.W,0.375,2,86.0,2882,60.34559333795975,60.34559333795975,High density,Interaction,pli_qcov,50,37.5
7ejv__1__1.B__1.D,0.75,1,100.0,385,59.65714285714286,59.65714285714286,High density,Interaction,pli_qcov,50,75.0
7ejw__1__1.A_1.B__1.I_1.J,1.0,1,75.0,29,54.44827586206897,54.44827586206897,Low density,Interaction,pli_qcov,50,100.0
7ekr__1__1.A__1.C,0.75,1,92.0,29,74.75862068965517,74.75862068965517,Low density,Interaction,pli_qcov,50,75.0
7elt__1__2.A__2.B,0.75,1,78.0,12,64.25,64.25,Low density,Interaction,pli_qcov,50,75.0
