query_system,mean_success,n_proper_ligands,best_similarity,density,mean_similarity_above_threshold,visualisation_similarity,density_group,similarity_metric,similarity_column,threshold,mean_success_percent
5sex__1__1.A__1.G,1.0,1,92.0,10,85.2,85.2,Low density,Pocket,pocket_qcov,70,100.0
5sez__1__1.A__1.G,0.75,1,96.0,61,74.67213114754098,74.67213114754098,Low density,Pocket,pocket_qcov,70,75.0
5sf0__1__1.A__1.G,1.0,1,100.0,20,82.45,82.45,Low density,Pocket,pocket_qcov,70,100.0
5sf1__1__1.A__1.E,0.75,1,96.0,11,87.81818181818181,87.81818181818181,Low density,Pocket,pocket_qcov,70,75.0
5sf4__1__1.A__1.G,0.5,1,80.0,12,76.0,76.0,Low density,Pocket,pocket_qcov,70,50.0
5sf7__1__1.A__1.G,1.0,1,86.0,29,77.37931034482759,77.37931034482759,Low density,Pocket,pocket_qcov,70,100.0
5sfc__1__1.A__1.G,0.25,1,100.0,10,89.9,89.9,Low density,Pocket,pocket_qcov,70,25.0
5sfd__1__1.A__1.G,0.5,1,100.0,10,93.3,93.3,Low density,Pocket,pocket_qcov,70,50.0
5sfg__1__1.A__1.G,0.25,1,82.0,12,77.25,77.25,Low density,Pocket,pocket_qcov,70,25.0
5sfh__1__1.A__1.G,0.5,1,100.0,10,93.8,93.8,Low density,Pocket,pocket_qcov,70,50.0
5sfl__1__1.A__1.G,0.5,1,80.0,10,74.0,74.0,Low density,Pocket,pocket_qcov,70,50.0
5sfn__1__1.A__1.G,1.0,1,100.0,20,82.6,82.6,Low density,Pocket,pocket_qcov,70,100.0
5sfo__1__1.A__1.G,1.0,1,100.0,10,90.1,90.1,Low density,Pocket,pocket_qcov,70,100.0
5sfp__1__1.A__1.G,0.75,1,96.0,26,79.07692307692308,79.07692307692308,Low density,Pocket,pocket_qcov,70,75.0
5sfr__1__1.A__1.G,0.25,1,93.0,8,90.5,90.5,Low density,Pocket,pocket_qcov,70,25.0
5sfx__1__1.A__1.G,0.5,1,100.0,25,81.68,81.68,Low density,Pocket,pocket_qcov,70,50.0
5sfy__1__1.A__1.G,0.5,1,100.0,10,93.4,93.4,Low density,Pocket,pocket_qcov,70,50.0
5sg0__1__1.A__1.G,1.0,1,93.0,25,77.36,77.36,Low density,Pocket,pocket_qcov,70,100.0
5sg5__1__1.A__1.G,0.25,1,83.0,10,80.1,80.1,Low density,Pocket,pocket_qcov,70,25.0
5sg6__1__1.A__1.G,0.5,1,100.0,10,93.8,93.8,Low density,Pocket,pocket_qcov,70,50.0
5sg9__1__1.A__1.G,0.0,1,100.0,10,93.0,93.0,Low density,Pocket,pocket_qcov,70,0.0
5sgh__1__1.A__1.G,1.0,1,96.0,12,85.16666666666667,85.16666666666667,Low density,Pocket,pocket_qcov,70,100.0
5sgk__1__1.A__1.G,1.0,1,100.0,15,84.33333333333333,84.33333333333333,Low density,Pocket,pocket_qcov,70,100.0
5sgl__1__1.A__1.G,0.0,1,76.0,16,73.75,73.75,Low density,Pocket,pocket_qcov,70,0.0
5sgm__1__1.A__1.D,1.0,1,100.0,14,86.14285714285714,86.14285714285714,Low density,Pocket,pocket_qcov,70,100.0
5sgp__1__1.A__1.H,1.0,1,92.0,11,84.63636363636364,84.63636363636364,Low density,Pocket,pocket_qcov,70,100.0
5sgr__1__1.A__1.G,0.75,1,100.0,25,80.64,80.64,Low density,Pocket,pocket_qcov,70,75.0
5sgs__1__1.A__1.G,1.0,1,100.0,10,92.5,92.5,Low density,Pocket,pocket_qcov,70,100.0
5sgt__1__1.A__1.G,0.25,1,92.0,11,84.0,84.0,Low density,Pocket,pocket_qcov,70,25.0
5sgw__1__1.A__1.G,1.0,1,89.0,35,82.0,82.0,Low density,Pocket,pocket_qcov,70,100.0
5sgx__1__1.A__1.G,0.75,1,100.0,13,88.84615384615384,88.84615384615384,Low density,Pocket,pocket_qcov,70,75.0
5sgz__1__1.A__1.G,1.0,1,90.0,35,81.71428571428571,81.71428571428571,Low density,Pocket,pocket_qcov,70,100.0
5sh0__1__1.A__1.G,0.0,1,74.0,9,71.77777777777777,71.77777777777777,Low density,Pocket,pocket_qcov,70,0.0
5sh1__1__1.A__1.G,0.0,1,100.0,61,74.98360655737704,74.98360655737704,Low density,Pocket,pocket_qcov,70,0.0
5sh2__1__1.A__1.G,1.0,1,100.0,10,90.6,90.6,Low density,Pocket,pocket_qcov,70,100.0
5sh6__1__1.A__1.G,0.5,1,100.0,56,75.42857142857143,75.42857142857143,Low density,Pocket,pocket_qcov,70,50.0
5sh8__1__1.A__1.E,0.25,1,78.0,26,72.92307692307692,72.92307692307692,Low density,Pocket,pocket_qcov,70,25.0
5shc__1__1.A__1.G,1.0,1,85.0,10,80.8,80.8,Low density,Pocket,pocket_qcov,70,100.0
5shf__1__1.A__1.G,1.0,1,100.0,10,93.3,93.3,Low density,Pocket,pocket_qcov,70,100.0
5shg__1__1.A__1.G,1.0,1,89.0,34,82.82352941176471,82.82352941176471,Low density,Pocket,pocket_qcov,70,100.0
5shh__1__1.A__1.G,0.75,1,100.0,8,95.5,95.5,Low density,Pocket,pocket_qcov,70,75.0
5shi__1__1.A__1.E,0.5,1,100.0,10,92.1,92.1,Low density,Pocket,pocket_qcov,70,50.0
5shp__1__1.A__1.G,0.75,1,96.0,11,87.45454545454545,87.45454545454545,Low density,Pocket,pocket_qcov,70,75.0
5shu__1__1.A__1.G,1.0,1,96.0,12,87.33333333333333,87.33333333333333,Low density,Pocket,pocket_qcov,70,100.0
5shx__1__1.A__1.G,0.5,1,100.0,35,90.65714285714286,90.65714285714286,Low density,Pocket,pocket_qcov,70,50.0
5si3__1__1.A__1.E,0.5,1,100.0,10,94.8,94.8,Low density,Pocket,pocket_qcov,70,50.0
5si6__1__1.A__1.G,1.0,1,92.0,10,85.5,85.5,Low density,Pocket,pocket_qcov,70,100.0
5si7__1__1.A__1.G,0.75,1,88.0,26,74.42307692307692,74.42307692307692,Low density,Pocket,pocket_qcov,70,75.0
5si8__1__1.A__1.G,0.75,1,81.0,10,79.8,79.8,Low density,Pocket,pocket_qcov,70,75.0
5si9__1__1.A__1.G,0.75,1,82.0,10,81.1,81.1,Low density,Pocket,pocket_qcov,70,75.0
5sie__1__1.A__1.G,0.75,1,100.0,35,90.65714285714286,90.65714285714286,Low density,Pocket,pocket_qcov,70,75.0
5sif__1__1.A__1.I,0.5,1,95.0,17,80.23529411764706,80.23529411764706,Low density,Pocket,pocket_qcov,70,50.0
5sig__1__1.A__1.G,0.0,1,83.0,10,80.1,80.1,Low density,Pocket,pocket_qcov,70,0.0
5sih__1__1.A__1.H,0.0,1,96.0,8,91.625,91.625,Low density,Pocket,pocket_qcov,70,0.0
5sio__1__1.A__1.H,1.0,1,100.0,10,90.8,90.8,Low density,Pocket,pocket_qcov,70,100.0
5sip__1__1.A__1.G,0.5,1,100.0,14,85.85714285714286,85.85714285714286,Low density,Pocket,pocket_qcov,70,50.0
5siq__1__1.A__1.H,0.25,1,78.0,5,74.0,74.0,Low density,Pocket,pocket_qcov,70,25.0
5sir__1__1.A__1.G,1.0,1,96.0,10,91.0,91.0,Low density,Pocket,pocket_qcov,70,100.0
5siy__1__1.A__1.G,0.75,1,87.0,11,80.81818181818181,80.81818181818181,Low density,Pocket,pocket_qcov,70,75.0
5siz__1__1.A__1.G,0.0,1,100.0,28,82.32142857142857,82.32142857142857,Low density,Pocket,pocket_qcov,70,0.0
5sj1__1__1.A__1.G,0.5,1,96.0,10,87.4,87.4,Low density,Pocket,pocket_qcov,70,50.0
5sj7__1__1.A__1.G,0.5,1,96.0,11,87.9090909090909,87.9090909090909,Low density,Pocket,pocket_qcov,70,50.0
5sj8__1__1.A__1.G,1.0,1,90.0,35,80.85714285714286,80.85714285714286,Low density,Pocket,pocket_qcov,70,100.0
5sjb__1__1.A__1.G,0.5,1,97.0,10,89.5,89.5,Low density,Pocket,pocket_qcov,70,50.0
5sjc__1__1.A__1.F,0.75,1,100.0,27,79.44444444444444,79.44444444444444,Low density,Pocket,pocket_qcov,70,75.0
5sjf__1__1.A__1.H,0.0,1,91.0,19,78.10526315789474,78.10526315789474,Low density,Pocket,pocket_qcov,70,0.0
5sjg__1__1.A__1.G,0.75,1,64.0,0,,64.0,No neighbours,Pocket,pocket_qcov,70,75.0
5sjl__1__1.A__1.G,0.25,1,80.0,14,74.0,74.0,Low density,Pocket,pocket_qcov,70,25.0
5sjo__1__1.A__1.H,0.75,1,87.0,24,75.08333333333333,75.08333333333333,Low density,Pocket,pocket_qcov,70,75.0
5sjt__1__1.A__1.H,1.0,1,100.0,8,95.5,95.5,Low density,Pocket,pocket_qcov,70,100.0
5sju__1__1.A__1.G,0.5,1,77.0,8,73.5,73.5,Low density,Pocket,pocket_qcov,70,50.0
5sjv__1__1.A__1.G,1.0,1,100.0,10,93.8,93.8,Low density,Pocket,pocket_qcov,70,100.0
5sjw__1__1.A__1.I,0.75,1,96.0,28,78.0,78.0,Low density,Pocket,pocket_qcov,70,75.0
5sk0__1__1.A__1.G,0.25,1,93.0,15,82.53333333333333,82.53333333333333,Low density,Pocket,pocket_qcov,70,25.0
5sk4__1__1.A__1.G,1.0,1,91.0,12,82.08333333333333,82.08333333333333,Low density,Pocket,pocket_qcov,70,100.0
5sk5__1__1.A__1.H,1.0,1,92.0,11,86.0909090909091,86.0909090909091,Low density,Pocket,pocket_qcov,70,100.0
5sk6__1__1.A__1.G,1.0,1,96.0,12,85.58333333333333,85.58333333333333,Low density,Pocket,pocket_qcov,70,100.0
5sk9__1__1.A__1.G,1.0,1,100.0,850,90.10352941176471,90.10352941176471,High density,Pocket,pocket_qcov,70,100.0
5skd__1__1.A__1.G,0.5,1,95.0,30,76.86666666666666,76.86666666666666,Low density,Pocket,pocket_qcov,70,50.0
5skf__1__1.A__1.I,0.25,1,87.0,22,75.81818181818181,75.81818181818181,Low density,Pocket,pocket_qcov,70,25.0
5skg__1__1.A__1.G,0.75,1,92.0,29,77.34482758620689,77.34482758620689,Low density,Pocket,pocket_qcov,70,75.0
5skh__1__1.A__1.H,1.0,1,91.0,13,81.53846153846153,81.53846153846153,Low density,Pocket,pocket_qcov,70,100.0
5ski__1__1.A__1.G,0.75,1,100.0,10,93.4,93.4,Low density,Pocket,pocket_qcov,70,75.0
5skl__1__1.A__1.G,1.0,1,89.0,12,80.33333333333333,80.33333333333333,Low density,Pocket,pocket_qcov,70,100.0
5skm__1__1.A__1.G,0.75,1,100.0,25,78.76,78.76,Low density,Pocket,pocket_qcov,70,75.0
5sko__1__1.A__1.G,0.5,1,85.0,10,79.0,79.0,Low density,Pocket,pocket_qcov,70,50.0
5skr__1__1.A__1.G,0.75,1,88.0,12,81.33333333333333,81.33333333333333,Low density,Pocket,pocket_qcov,70,75.0
5skt__1__1.A__1.G,0.0,1,100.0,32,88.71875,88.71875,Low density,Pocket,pocket_qcov,70,0.0
5sku__1__1.A__1.G,0.0,1,95.0,25,76.96,76.96,Low density,Pocket,pocket_qcov,70,0.0
5slg__1__1.A__1.G,0.0,1,95.0,2,92.0,92.0,Low density,Pocket,pocket_qcov,70,0.0
5umb__1__1.A__1.E_1.F_1.G,1.0,1,100.0,170,92.57058823529412,92.57058823529412,High density,Pocket,pocket_qcov,70,100.0
6x4j__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,95.0,8,80.5,80.5,Low density,Pocket,pocket_qcov,70,100.0
6x4k__1__1.A_2.A__1.B_1.C_1.D_1.E,1.0,2,97.0,8,80.75,80.75,Low density,Pocket,pocket_qcov,70,100.0
6x4l__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,97.0,8,84.0,84.0,Low density,Pocket,pocket_qcov,70,100.0
6xqr__1__1.B__1.E,0.0,1,100.0,209,82.622009569378,82.622009569378,High density,Pocket,pocket_qcov,70,0.0
6z48__1__1.B__1.J,1.0,1,100.0,1257,82.33094669848846,82.33094669848846,High density,Pocket,pocket_qcov,70,100.0
6zfz__1__1.A__1.B,0.75,1,85.0,9,78.33333333333333,78.33333333333333,Low density,Pocket,pocket_qcov,70,75.0
6zg4__1__1.A__1.B,0.25,1,75.0,7,72.71428571428571,72.71428571428571,Low density,Pocket,pocket_qcov,70,25.0
6zg9__1__1.A__1.B,1.0,1,86.0,12,81.41666666666667,81.41666666666667,Low density,Pocket,pocket_qcov,70,100.0
6zk2__1__1.A_1.B__1.E_1.F,0.5,1,85.0,4,84.0,84.0,Low density,Pocket,pocket_qcov,70,50.0
6zk5__1__1.A_1.B__1.F_1.G,1.0,1,81.0,11,78.0909090909091,78.0909090909091,Low density,Pocket,pocket_qcov,70,100.0
6zx1__1__1.A_2.A__1.B,1.0,1,100.0,11,90.18181818181819,90.18181818181819,Low density,Pocket,pocket_qcov,70,100.0
7a4q__1__1.A__1.B,1.0,1,100.0,2241,83.86791610887997,83.86791610887997,High density,Pocket,pocket_qcov,70,100.0
7ab9__1__1.A__1.G_1.P,0.5,1,100.0,761,80.46254927726676,80.46254927726676,High density,Pocket,pocket_qcov,70,50.0
7abe__1__1.A__1.G_1.W,1.0,1,100.0,741,80.34817813765183,80.34817813765183,High density,Pocket,pocket_qcov,70,100.0
7abj__1__1.A__1.T,1.0,1,100.0,873,86.54066437571592,86.54066437571592,High density,Pocket,pocket_qcov,70,100.0
7afz__1__2.A__2.B_2.C_2.D,0.75,1,77.0,8,73.5,73.5,Low density,Pocket,pocket_qcov,70,75.0
7ait__1__1.A__1.C,0.25,1,91.0,121,78.81818181818181,78.81818181818181,High density,Pocket,pocket_qcov,70,25.0
7aiu__1__1.A__1.H,0.0,1,92.0,102,77.02941176470588,77.02941176470588,Low density,Pocket,pocket_qcov,70,0.0
7an8__1__1.B__1.E,0.75,1,56.0,0,,56.0,No neighbours,Pocket,pocket_qcov,70,75.0
7ana__1__1.A__1.C,0.25,1,63.0,0,,63.0,No neighbours,Pocket,pocket_qcov,70,25.0
7au4__1__1.A_2.A__2.D,1.0,1,100.0,208,96.44711538461539,96.44711538461539,High density,Pocket,pocket_qcov,70,100.0
7ay9__1__1.A__1.I,0.75,1,100.0,1876,80.63965884861408,80.63965884861408,High density,Pocket,pocket_qcov,70,75.0
7aya__1__1.A__1.H_1.N_1.U,1.0,1,96.0,1239,77.98547215496367,77.98547215496367,High density,Pocket,pocket_qcov,70,100.0
7ayz__1__1.A__1.D,0.25,1,96.0,17,89.58823529411765,89.58823529411765,Low density,Pocket,pocket_qcov,70,25.0
7b2u__1__1.A_1.B__1.C,0.5,1,100.0,280,92.97142857142858,92.97142857142858,High density,Pocket,pocket_qcov,70,50.0
7b3g__1__1.A__1.I,0.5,1,100.0,27,88.0,88.0,Low density,Pocket,pocket_qcov,70,50.0
7b3h__1__1.A__1.H,1.0,1,100.0,26,84.15384615384616,84.15384615384616,Low density,Pocket,pocket_qcov,70,100.0
7b3i__1__1.A__1.I,1.0,1,100.0,27,86.96296296296296,86.96296296296296,Low density,Pocket,pocket_qcov,70,100.0
7b3p__1__1.A__1.G,1.0,1,95.0,28,86.32142857142857,86.32142857142857,Low density,Pocket,pocket_qcov,70,100.0
7b3x__1__1.A__1.F,1.0,1,100.0,27,88.0,88.0,Low density,Pocket,pocket_qcov,70,100.0
7b4x__1__1.A__1.M,1.0,1,100.0,29,89.65517241379311,89.65517241379311,Low density,Pocket,pocket_qcov,70,100.0
7b6v__1__1.C_1.D__1.Y,0.25,1,100.0,56,89.71428571428571,89.71428571428571,Low density,Pocket,pocket_qcov,70,25.0
7b77__1__1.A_2.A__1.F,1.0,1,100.0,410,91.22926829268293,91.22926829268293,High density,Pocket,pocket_qcov,70,100.0
7b87__1__1.A__1.N,0.0,1,95.0,31,78.54838709677419,78.54838709677419,Low density,Pocket,pocket_qcov,70,0.0
7b89__1__1.A__1.D,0.75,1,100.0,32,89.53125,89.53125,Low density,Pocket,pocket_qcov,70,75.0
7b8a__1__1.A__1.F,0.0,1,100.0,32,89.5625,89.5625,Low density,Pocket,pocket_qcov,70,0.0
7bbn__1__1.B__1.E_1.F,1.0,1,100.0,243,89.83127572016461,89.83127572016461,High density,Pocket,pocket_qcov,70,100.0
7bc1__1__2.A_3.A__3.B_3.C,0.5,2,76.0,12,72.66666666666667,72.66666666666667,Low density,Pocket,pocket_qcov,70,50.0
7bc9__1__1.A__1.J,0.0,1,100.0,32,87.0,87.0,Low density,Pocket,pocket_qcov,70,0.0
7bcf__1__1.A__1.H,1.0,1,96.0,28,83.96428571428571,83.96428571428571,Low density,Pocket,pocket_qcov,70,100.0
7bdd__1__1.A__1.G,0.0,1,100.0,30,90.66666666666667,90.66666666666667,Low density,Pocket,pocket_qcov,70,0.0
7bi6__1__1.A__1.B_1.G,0.0,1,100.0,223,80.63677130044843,80.63677130044843,High density,Pocket,pocket_qcov,70,0.0
7bia__1__1.A_1.B__1.D_1.E,0.5,2,100.0,548,82.81021897810218,82.81021897810218,High density,Pocket,pocket_qcov,70,50.0
7bis__1__1.A_2.A__2.F,0.5,1,95.0,28,88.75,88.75,Low density,Pocket,pocket_qcov,70,50.0
7bk9__1__1.A_2.A__2.F,0.0,1,91.0,26,86.73076923076923,86.73076923076923,Low density,Pocket,pocket_qcov,70,0.0
7blw__1__1.A__1.F,0.5,1,92.0,22,81.5909090909091,81.5909090909091,Low density,Pocket,pocket_qcov,70,50.0
7bm3__1__1.A__1.M_1.P,0.0,1,88.0,23,79.47826086956522,79.47826086956522,Low density,Pocket,pocket_qcov,70,0.0
7bm7__1__1.A__1.F,0.0,1,100.0,27,88.29629629629629,88.29629629629629,Low density,Pocket,pocket_qcov,70,0.0
7bmd__1__1.A__1.G_1.R,0.0,1,89.0,16,79.0,79.0,Low density,Pocket,pocket_qcov,70,0.0
7bn5__1__1.A__1.G,1.0,1,100.0,28,89.96428571428571,89.96428571428571,Low density,Pocket,pocket_qcov,70,100.0
7bn6__1__1.A__1.C_1.D,0.875,2,100.0,456,83.57456140350877,83.57456140350877,High density,Pocket,pocket_qcov,70,87.5
7bn7__1__1.A__1.E_1.F,1.0,1,100.0,245,86.31020408163265,86.31020408163265,High density,Pocket,pocket_qcov,70,100.0
7bn8__1__1.A__1.G,0.75,1,100.0,31,88.7741935483871,88.7741935483871,Low density,Pocket,pocket_qcov,70,75.0
7bnc__1__1.A__1.K,0.5,1,100.0,30,86.3,86.3,Low density,Pocket,pocket_qcov,70,50.0
7bo0__1__1.A__1.C_1.D,0.75,2,100.0,462,81.6103896103896,81.6103896103896,High density,Pocket,pocket_qcov,70,75.0
7bo3__1__1.A__1.M_1.N,0.75,1,100.0,158,82.60126582278481,82.60126582278481,High density,Pocket,pocket_qcov,70,75.0
7bo7__1__1.A__1.C,1.0,1,92.0,98,80.25510204081633,80.25510204081633,Low density,Pocket,pocket_qcov,70,100.0
7cqs__1__1.A__1.B_1.C,1.0,1,100.0,36,88.5,88.5,Low density,Pocket,pocket_qcov,70,100.0
7dcb__1__1.A_1.B__1.C_1.D,0.5,1,96.0,7,80.57142857142857,80.57142857142857,Low density,Pocket,pocket_qcov,70,50.0
7dcw__1__1.A_1.B__1.D,0.0,1,92.0,7,79.57142857142857,79.57142857142857,Low density,Pocket,pocket_qcov,70,0.0
7dg4__1__1.A__1.B,0.75,1,100.0,1933,83.18210036213141,83.18210036213141,High density,Pocket,pocket_qcov,70,75.0
7dgc__1__1.A_1.B__1.C_1.D,0.25,1,96.0,4,82.5,82.5,Low density,Pocket,pocket_qcov,70,25.0
7dh3__1__1.A__1.B,0.75,1,100.0,1958,86.14862104187947,86.14862104187947,High density,Pocket,pocket_qcov,70,75.0
7dh9__1__1.A__1.B,1.0,1,100.0,1617,80.56400742115028,80.56400742115028,High density,Pocket,pocket_qcov,70,100.0
7dhn__1__1.A__1.B,0.25,1,100.0,1887,81.88977212506624,81.88977212506624,High density,Pocket,pocket_qcov,70,25.0
7dji__1__1.D_1.E__1.L,0.25,1,76.0,39,71.53846153846153,71.53846153846153,Low density,Pocket,pocket_qcov,70,25.0
7dlc__1__1.A_1.B__1.C_1.D,0.5,1,89.0,4,78.25,78.25,Low density,Pocket,pocket_qcov,70,50.0
7dm6__1__1.A_1.B__1.C_1.D,0.0,1,96.0,8,78.25,78.25,Low density,Pocket,pocket_qcov,70,0.0
7dmc__1__1.A__1.B_1.E_1.F,0.5,1,100.0,557,76.8886894075404,76.8886894075404,High density,Pocket,pocket_qcov,70,50.0
7dn8__1__1.B__1.I_1.J,1.0,1,100.0,571,88.04203152364273,88.04203152364273,High density,Pocket,pocket_qcov,70,100.0
7dow__1__1.A_1.B__1.C,0.5,1,100.0,6,81.33333333333333,81.33333333333333,Low density,Pocket,pocket_qcov,70,50.0
7dox__1__1.A_1.B__1.E_1.F,0.25,1,90.0,2,86.5,86.5,Low density,Pocket,pocket_qcov,70,25.0
7doy__1__1.A_1.B__1.E,0.25,1,84.0,2,84.0,84.0,Low density,Pocket,pocket_qcov,70,25.0
7dpk__1__1.A_1.B__1.C_1.D,0.5,1,100.0,9,81.88888888888889,81.88888888888889,Low density,Pocket,pocket_qcov,70,50.0
7du9__1__1.A_1.B__1.D,0.75,1,90.0,626,76.28753993610223,76.28753993610223,High density,Pocket,pocket_qcov,70,75.0
7dua__1__1.B__1.D,1.0,1,100.0,2442,77.83333333333333,77.83333333333333,High density,Pocket,pocket_qcov,70,100.0
7dut__1__2.A__2.B_2.C,1.0,1,100.0,15,95.26666666666667,95.26666666666667,Low density,Pocket,pocket_qcov,70,100.0
7duy__1__1.A__1.B_1.C_1.D,0.5,1,100.0,317,86.53312302839117,86.53312302839117,High density,Pocket,pocket_qcov,70,50.0
7dva__1__1.A__1.C_1.E,1.0,1,87.0,56,76.0,76.0,Low density,Pocket,pocket_qcov,70,100.0
7dvb__1__1.A__1.E,1.0,1,91.0,47,77.72340425531915,77.72340425531915,Low density,Pocket,pocket_qcov,70,100.0
7dxl__1__1.A__1.C,0.75,1,100.0,3066,86.49543378995433,86.49543378995433,High density,Pocket,pocket_qcov,70,75.0
7dyq__1__1.A__1.B_1.C,0.0,1,79.0,3,75.66666666666667,75.66666666666667,Low density,Pocket,pocket_qcov,70,0.0
7dyw__1__1.A__1.B_1.C,0.75,1,88.0,17,78.82352941176471,78.82352941176471,Low density,Pocket,pocket_qcov,70,75.0
7e1n__1__1.A_1.B__1.D,0.0,1,60.0,0,,60.0,No neighbours,Pocket,pocket_qcov,70,0.0
7e3n__1__1.A_2.A__1.B_1.C_1.D,1.0,1,100.0,110,85.34545454545454,85.34545454545454,Low density,Pocket,pocket_qcov,70,100.0
7e48__1__1.C__1.J_1.K,0.375,2,100.0,3204,86.21098626716605,86.21098626716605,High density,Pocket,pocket_qcov,70,37.5
7e5f__1__1.A_2.A__2.B,0.5,1,69.0,0,,69.0,No neighbours,Pocket,pocket_qcov,70,50.0
7e5g__1__1.A_2.A__2.B,0.0,1,68.0,0,,68.0,No neighbours,Pocket,pocket_qcov,70,0.0
7e60__1__1.A__1.B_1.C,0.0,1,95.0,1,95.0,95.0,Low density,Pocket,pocket_qcov,70,0.0
7eba__1__1.A__1.C,0.0,1,83.0,8,76.5,76.5,Low density,Pocket,pocket_qcov,70,0.0
7ec3__1__1.A__1.E_1.F,0.75,2,95.0,10,92.6,92.6,Low density,Pocket,pocket_qcov,70,75.0
7ed1__1__1.A_1.B__1.C_1.D_1.E_1.F,0.25,1,98.0,3,90.0,90.0,Low density,Pocket,pocket_qcov,70,25.0
7ed2__1__1.A_1.B__1.F_1.G_1.H,0.5,1,97.0,9,92.44444444444444,92.44444444444444,Low density,Pocket,pocket_qcov,70,50.0
7edz__1__1.A_2.A__1.E_1.G_1.I,0.625,2,76.0,2,76.0,76.0,Low density,Pocket,pocket_qcov,70,62.5
7ee5__1__1.A__1.H,0.5,1,100.0,12,84.58333333333333,84.58333333333333,Low density,Pocket,pocket_qcov,70,50.0
7eer__1__2.A__2.E_2.F,0.625,2,96.0,42,84.04761904761905,84.04761904761905,Low density,Pocket,pocket_qcov,70,62.5
7ef7__1__1.A__1.B_1.C,0.75,1,77.0,1,77.0,77.0,Low density,Pocket,pocket_qcov,70,75.0
7ejh__1__1.C__1.L_1.M,0.375,2,100.0,4564,85.88957055214723,85.88957055214723,High density,Pocket,pocket_qcov,70,37.5
