query_system,mean_success,n_proper_ligands,best_similarity,density,mean_similarity_above_threshold,visualisation_similarity,density_group,similarity_metric,similarity_column,threshold,mean_success_percent
5sel__1__1.A__1.G,0.75,1,53.65717369295241,33,51.707628916764705,51.707628916764705,Low density,Ligand pose,sucos_shape,50,75.0
5sem__1__1.A__1.G,0.75,1,78.87083393001132,47,60.12263859917046,60.12263859917046,Low density,Ligand pose,sucos_shape,50,75.0
5sen__1__1.A__1.G,1.0,1,57.14502785456188,45,52.548874912305756,52.548874912305756,Low density,Ligand pose,sucos_shape,50,100.0
5seo__1__1.A__1.G,1.0,1,72.86051055031406,57,56.05804978529372,56.05804978529372,Low density,Ligand pose,sucos_shape,50,100.0
5sex__1__1.A__1.G,1.0,1,62.750261075383484,11,55.289135350030186,55.289135350030186,Low density,Ligand pose,sucos_shape,50,100.0
5sez__1__1.A__1.G,0.75,1,60.513028912418164,27,53.2135842916856,53.2135842916856,Low density,Ligand pose,sucos_shape,50,75.0
5sf0__1__1.A__1.G,1.0,1,55.03516696949736,25,53.371745589138115,53.371745589138115,Low density,Ligand pose,sucos_shape,50,100.0
5sf1__1__1.A__1.E,0.75,1,76.14492681315035,55,58.696252502324135,58.696252502324135,Low density,Ligand pose,sucos_shape,50,75.0
5sf4__1__1.A__1.G,0.5,1,43.881249499890885,0,,43.881249499890885,No neighbours,Ligand pose,sucos_shape,50,50.0
5sf7__1__1.A__1.G,1.0,1,83.13323521667468,197,58.122887524228496,58.122887524228496,High density,Ligand pose,sucos_shape,50,100.0
5sfc__1__1.A__1.G,0.25,1,50.40513232467232,1,50.40513232467232,50.40513232467232,Low density,Ligand pose,sucos_shape,50,25.0
5sfd__1__1.A__1.G,0.5,1,94.36261227352209,81,60.659606593512606,60.659606593512606,High density,Ligand pose,sucos_shape,50,50.0
5sfg__1__1.A__1.G,0.25,1,51.06806044468779,5,50.757354141231744,50.757354141231744,Low density,Ligand pose,sucos_shape,50,25.0
5sfh__1__1.A__1.G,0.5,1,96.13321799307958,106,59.04966242675704,59.04966242675704,High density,Ligand pose,sucos_shape,50,50.0
5sfl__1__1.A__1.G,0.5,1,45.158856907885806,0,,45.158856907885806,No neighbours,Ligand pose,sucos_shape,50,50.0
5sfn__1__1.A__1.G,1.0,1,74.35855235240092,46,56.52208520566784,56.52208520566784,Low density,Ligand pose,sucos_shape,50,100.0
5sfo__1__1.A__1.G,1.0,1,60.45115910074421,34,53.2606663430113,53.2606663430113,Low density,Ligand pose,sucos_shape,50,100.0
5sfp__1__1.A__1.G,0.75,1,60.777683695521944,92,53.94088717294719,53.94088717294719,High density,Ligand pose,sucos_shape,50,75.0
5sfr__1__1.A__1.G,0.25,1,49.15427673254167,0,,49.15427673254167,No neighbours,Ligand pose,sucos_shape,50,25.0
5sfx__1__1.A__1.G,0.5,1,56.32893993363231,11,51.6941177649116,51.6941177649116,Low density,Ligand pose,sucos_shape,50,50.0
5sfy__1__1.A__1.G,0.5,1,84.08943242282714,116,56.62493898048261,56.62493898048261,High density,Ligand pose,sucos_shape,50,50.0
5sg0__1__1.A__1.G,1.0,1,72.85474161721433,15,55.69594152187472,55.69594152187472,Low density,Ligand pose,sucos_shape,50,100.0
5sg5__1__1.A__1.G,0.25,1,59.85981017890328,3,53.84469054306917,53.84469054306917,Low density,Ligand pose,sucos_shape,50,25.0
5sg6__1__1.A__1.G,0.5,1,98.55430183356842,117,58.987454163250874,58.987454163250874,High density,Ligand pose,sucos_shape,50,50.0
5sg9__1__1.A__1.G,0.0,1,74.0721794870345,99,57.81180139343059,57.81180139343059,High density,Ligand pose,sucos_shape,50,0.0
5sgh__1__1.A__1.G,1.0,1,65.66642825776358,61,55.148532658660166,55.148532658660166,High density,Ligand pose,sucos_shape,50,100.0
5sgk__1__1.A__1.G,1.0,1,55.87338848220965,27,52.696798144012774,52.696798144012774,Low density,Ligand pose,sucos_shape,50,100.0
5sgl__1__1.A__1.G,0.0,1,51.991565953722976,9,51.206242292758006,51.206242292758006,Low density,Ligand pose,sucos_shape,50,0.0
5sgm__1__1.A__1.D,1.0,1,57.478447139618936,26,52.202601524226864,52.202601524226864,Low density,Ligand pose,sucos_shape,50,100.0
5sgp__1__1.A__1.H,1.0,1,54.113462913767265,9,52.28172347867817,52.28172347867817,Low density,Ligand pose,sucos_shape,50,100.0
5sgr__1__1.A__1.G,0.75,1,79.85373734281518,73,58.99510369528094,58.99510369528094,High density,Ligand pose,sucos_shape,50,75.0
5sgs__1__1.A__1.G,1.0,1,78.96760327494906,127,57.68394241578813,57.68394241578813,High density,Ligand pose,sucos_shape,50,100.0
5sgt__1__1.A__1.G,0.25,1,94.44777000079594,35,56.6071030507853,56.6071030507853,Low density,Ligand pose,sucos_shape,50,25.0
5sgw__1__1.A__1.G,1.0,1,96.99791490011978,198,59.9174339564791,59.9174339564791,High density,Ligand pose,sucos_shape,50,100.0
5sgx__1__1.A__1.G,0.75,1,91.28286754096443,48,62.131463237143315,62.131463237143315,Low density,Ligand pose,sucos_shape,50,75.0
5sgz__1__1.A__1.G,1.0,1,88.87286529627825,225,58.1661270188034,58.1661270188034,High density,Ligand pose,sucos_shape,50,100.0
5sh0__1__1.A__1.G,0.0,1,47.021651825356294,0,,47.021651825356294,No neighbours,Ligand pose,sucos_shape,50,0.0
5sh1__1__1.A__1.G,0.0,1,67.39651910514826,116,56.00234960954564,56.00234960954564,High density,Ligand pose,sucos_shape,50,0.0
5sh2__1__1.A__1.G,1.0,1,55.87416305048667,16,51.793205096683145,51.793205096683145,Low density,Ligand pose,sucos_shape,50,100.0
5sh6__1__1.A__1.G,0.5,1,83.46800153732465,87,56.66193294163085,56.66193294163085,High density,Ligand pose,sucos_shape,50,50.0
5sh8__1__1.A__1.E,0.25,1,54.32482940603843,8,51.63412478842126,51.63412478842126,Low density,Ligand pose,sucos_shape,50,25.0
5shc__1__1.A__1.G,1.0,1,55.63200147299483,10,52.61881453566109,52.61881453566109,Low density,Ligand pose,sucos_shape,50,100.0
5shf__1__1.A__1.G,1.0,1,61.34395765664485,79,54.238797719791165,54.238797719791165,High density,Ligand pose,sucos_shape,50,100.0
5shg__1__1.A__1.G,1.0,1,92.2585671094345,213,59.13355263505213,59.13355263505213,High density,Ligand pose,sucos_shape,50,100.0
5shh__1__1.A__1.G,0.75,1,71.65887602946763,65,54.91706442315558,54.91706442315558,High density,Ligand pose,sucos_shape,50,75.0
5shi__1__1.A__1.E,0.5,1,78.52365214423477,62,58.16722926887501,58.16722926887501,High density,Ligand pose,sucos_shape,50,50.0
5shp__1__1.A__1.G,0.75,1,66.0984596312921,69,54.343626758607584,54.343626758607584,High density,Ligand pose,sucos_shape,50,75.0
5shu__1__1.A__1.G,1.0,1,65.48320001607615,60,53.938664483419785,53.938664483419785,High density,Ligand pose,sucos_shape,50,100.0
5shx__1__1.A__1.G,0.5,1,95.42623201347979,615,58.67569790046542,58.67569790046542,High density,Ligand pose,sucos_shape,50,50.0
5si3__1__1.A__1.E,0.5,1,64.86430295626057,58,54.1311987233268,54.1311987233268,Low density,Ligand pose,sucos_shape,50,50.0
5si6__1__1.A__1.G,1.0,1,54.800241601221536,6,52.16080837518112,52.16080837518112,Low density,Ligand pose,sucos_shape,50,100.0
5si7__1__1.A__1.G,0.75,1,64.51562434491782,99,53.23360971692476,53.23360971692476,High density,Ligand pose,sucos_shape,50,75.0
5si8__1__1.A__1.G,0.75,1,50.55163321982455,8,50.52187038769882,50.52187038769882,Low density,Ligand pose,sucos_shape,50,75.0
5si9__1__1.A__1.G,0.75,1,64.50812586152227,28,54.64057059509893,54.64057059509893,Low density,Ligand pose,sucos_shape,50,75.0
5sie__1__1.A__1.G,0.75,1,77.33017340144315,386,55.32648992889483,55.32648992889483,High density,Ligand pose,sucos_shape,50,75.0
5sif__1__1.A__1.I,0.5,1,91.45460695916772,41,66.87103911642434,66.87103911642434,Low density,Ligand pose,sucos_shape,50,50.0
5sig__1__1.A__1.G,0.0,1,58.15410604520547,6,52.747059692756544,52.747059692756544,Low density,Ligand pose,sucos_shape,50,0.0
5sih__1__1.A__1.H,0.0,1,54.68944533518917,17,51.215139619737535,51.215139619737535,Low density,Ligand pose,sucos_shape,50,0.0
5sio__1__1.A__1.H,1.0,1,55.1279034059045,29,51.83650242346752,51.83650242346752,Low density,Ligand pose,sucos_shape,50,100.0
5sip__1__1.A__1.G,0.5,1,58.582921081420416,56,52.891809940996204,52.891809940996204,Low density,Ligand pose,sucos_shape,50,50.0
5siq__1__1.A__1.H,0.25,1,60.07371719877968,14,53.242881510435645,53.242881510435645,Low density,Ligand pose,sucos_shape,50,25.0
5sir__1__1.A__1.G,1.0,1,59.27048484526678,78,54.10625447037419,54.10625447037419,High density,Ligand pose,sucos_shape,50,100.0
5siy__1__1.A__1.G,0.75,1,73.45560367267687,8,55.34177875982238,55.34177875982238,Low density,Ligand pose,sucos_shape,50,75.0
5siz__1__1.A__1.G,0.0,1,56.206636540833586,27,53.066455123537985,53.066455123537985,Low density,Ligand pose,sucos_shape,50,0.0
5sj1__1__1.A__1.G,0.5,1,58.32618725531087,28,53.46669699582668,53.46669699582668,Low density,Ligand pose,sucos_shape,50,50.0
5sj7__1__1.A__1.G,0.5,1,66.076440469248,47,54.53214009488311,54.53214009488311,Low density,Ligand pose,sucos_shape,50,50.0
5sj8__1__1.A__1.G,1.0,1,94.69772340150028,176,59.46802666234645,59.46802666234645,High density,Ligand pose,sucos_shape,50,100.0
5sjb__1__1.A__1.G,0.5,1,71.97799469984254,64,54.41864817720355,54.41864817720355,High density,Ligand pose,sucos_shape,50,50.0
5sjc__1__1.A__1.F,0.75,1,60.21327529145037,56,53.56238427768166,53.56238427768166,Low density,Ligand pose,sucos_shape,50,75.0
5sjf__1__1.A__1.H,0.0,1,84.27156961130254,55,61.40933194408417,61.40933194408417,Low density,Ligand pose,sucos_shape,50,0.0
5sjg__1__1.A__1.G,0.75,1,89.31121711213244,47,65.6959300306148,65.6959300306148,Low density,Ligand pose,sucos_shape,50,75.0
5sjl__1__1.A__1.G,0.25,1,46.497678039565905,0,,46.497678039565905,No neighbours,Ligand pose,sucos_shape,50,25.0
5sjo__1__1.A__1.H,0.75,1,93.37761833159645,37,68.967535033579,68.967535033579,Low density,Ligand pose,sucos_shape,50,75.0
5sjt__1__1.A__1.H,1.0,1,58.127512459040275,53,52.65493487558098,52.65493487558098,Low density,Ligand pose,sucos_shape,50,100.0
5sju__1__1.A__1.G,0.5,1,50.49916063932404,1,50.49916063932404,50.49916063932404,Low density,Ligand pose,sucos_shape,50,50.0
5sjv__1__1.A__1.G,1.0,1,75.62356848494711,139,55.18564999963263,55.18564999963263,High density,Ligand pose,sucos_shape,50,100.0
5sjw__1__1.A__1.I,0.75,1,57.076814547957134,39,52.429403081944045,52.429403081944045,Low density,Ligand pose,sucos_shape,50,75.0
5sk0__1__1.A__1.G,0.25,1,66.80550917159516,47,53.867099836120275,53.867099836120275,Low density,Ligand pose,sucos_shape,50,25.0
5sk4__1__1.A__1.G,1.0,1,93.74991556264612,44,69.17378408086297,69.17378408086297,Low density,Ligand pose,sucos_shape,50,100.0
5sk5__1__1.A__1.H,1.0,1,54.76032967817168,17,52.10459244202174,52.10459244202174,Low density,Ligand pose,sucos_shape,50,100.0
5sk6__1__1.A__1.G,1.0,1,56.263733640813825,49,53.4412025951402,53.4412025951402,Low density,Ligand pose,sucos_shape,50,100.0
5sk9__1__1.A__1.G,1.0,1,75.94579947017701,608,56.71919274080667,56.71919274080667,High density,Ligand pose,sucos_shape,50,100.0
5skd__1__1.A__1.G,0.5,1,92.64002767642104,41,67.54817165963841,67.54817165963841,Low density,Ligand pose,sucos_shape,50,50.0
5skf__1__1.A__1.I,0.25,1,83.66473187285719,39,66.62659637249453,66.62659637249453,Low density,Ligand pose,sucos_shape,50,25.0
5skg__1__1.A__1.G,0.75,1,53.88491166989361,16,50.95389931102625,50.95389931102625,Low density,Ligand pose,sucos_shape,50,75.0
5skh__1__1.A__1.H,1.0,1,95.13378275599955,49,67.02908348873639,67.02908348873639,Low density,Ligand pose,sucos_shape,50,100.0
5ski__1__1.A__1.G,0.75,1,78.58903856229678,100,57.73472846025266,57.73472846025266,High density,Ligand pose,sucos_shape,50,75.0
5skl__1__1.A__1.G,1.0,1,53.531853187851056,7,51.60900010871272,51.60900010871272,Low density,Ligand pose,sucos_shape,50,100.0
5skm__1__1.A__1.G,0.75,1,63.239963322667904,62,54.29173070240617,54.29173070240617,High density,Ligand pose,sucos_shape,50,75.0
5sko__1__1.A__1.G,0.5,1,52.518917205759216,7,51.24909306310516,51.24909306310516,Low density,Ligand pose,sucos_shape,50,50.0
5skr__1__1.A__1.G,0.75,1,55.52281540550646,25,52.80169431243271,52.80169431243271,Low density,Ligand pose,sucos_shape,50,75.0
5skt__1__1.A__1.G,0.0,1,66.58878092726754,150,54.82484392599395,54.82484392599395,High density,Ligand pose,sucos_shape,50,0.0
5sku__1__1.A__1.G,0.0,1,47.69278207006357,0,,47.69278207006357,No neighbours,Ligand pose,sucos_shape,50,0.0
5slg__1__1.A__1.G,0.0,1,49.90161249720678,0,,49.90161249720678,No neighbours,Ligand pose,sucos_shape,50,0.0
5umb__1__1.A__1.E_1.F_1.G,1.0,1,93.95933668631706,208,81.5016005892644,81.5016005892644,High density,Ligand pose,sucos_shape,50,100.0
6x4j__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,95.3793968084425,22,87.66196982607214,87.66196982607214,Low density,Ligand pose,sucos_shape,50,100.0
6x4k__1__1.A_2.A__1.B_1.C_1.D_1.E,1.0,2,98.12709402911179,20,90.21928892864132,90.21928892864132,Low density,Ligand pose,sucos_shape,50,100.0
6x4l__1__1.A_2.A__2.B_2.C_2.D_2.E,1.0,2,97.82935137718786,22,88.371631245676,88.371631245676,Low density,Ligand pose,sucos_shape,50,100.0
6xqr__1__1.B__1.E,0.0,1,63.41640692467205,105,53.97584206710943,53.97584206710943,High density,Ligand pose,sucos_shape,50,0.0
6z48__1__1.B__1.J,1.0,1,60.44422546965702,9,54.415176007653294,54.415176007653294,Low density,Ligand pose,sucos_shape,50,100.0
6zfz__1__1.A__1.B,0.75,1,60.31076209121382,52,53.15371402445855,53.15371402445855,Low density,Ligand pose,sucos_shape,50,75.0
6zg4__1__1.A__1.B,0.25,1,54.41397993880114,3,54.24069029674039,54.24069029674039,Low density,Ligand pose,sucos_shape,50,25.0
6zg9__1__1.A__1.B,1.0,1,52.92036411756922,15,51.39206475971983,51.39206475971983,Low density,Ligand pose,sucos_shape,50,100.0
6zk2__1__1.A_1.B__1.E_1.F,0.5,1,85.68345447387287,16,74.51641076306909,74.51641076306909,Low density,Ligand pose,sucos_shape,50,50.0
6zk5__1__1.A_1.B__1.F_1.G,1.0,1,83.56207539072675,16,76.45788418866027,76.45788418866027,Low density,Ligand pose,sucos_shape,50,100.0
6zx1__1__1.A_2.A__1.B,1.0,1,94.79873389456085,363,82.8102773806946,82.8102773806946,High density,Ligand pose,sucos_shape,50,100.0
7a4q__1__1.A__1.B,1.0,1,81.51163873507501,1017,55.4950429281917,55.4950429281917,High density,Ligand pose,sucos_shape,50,100.0
7ab9__1__1.A__1.G_1.P,0.5,1,74.03327742273574,84,62.27474039410553,62.27474039410553,High density,Ligand pose,sucos_shape,50,50.0
7abe__1__1.A__1.G_1.W,1.0,1,83.33996054521909,206,66.77309070443293,66.77309070443293,High density,Ligand pose,sucos_shape,50,100.0
7abj__1__1.A__1.T,1.0,1,91.75529115522407,231,63.15191198467551,63.15191198467551,High density,Ligand pose,sucos_shape,50,100.0
7afz__1__2.A__2.B_2.C_2.D,0.75,1,51.51476958154824,8,51.32403712809829,51.32403712809829,Low density,Ligand pose,sucos_shape,50,75.0
7ait__1__1.A__1.C,0.25,1,67.45815435569074,34,54.96747225711944,54.96747225711944,Low density,Ligand pose,sucos_shape,50,25.0
7aiu__1__1.A__1.H,0.0,1,61.127011982946364,33,54.59009802032737,54.59009802032737,Low density,Ligand pose,sucos_shape,50,0.0
7an8__1__1.B__1.E,0.75,1,72.41358058081279,2,69.91338986622227,69.91338986622227,Low density,Ligand pose,sucos_shape,50,75.0
7ana__1__1.A__1.C,0.25,1,80.01844136904995,39,58.32344360338219,58.32344360338219,Low density,Ligand pose,sucos_shape,50,25.0
7au4__1__1.A_2.A__2.D,1.0,1,67.23388638021022,162,55.87401236527713,55.87401236527713,High density,Ligand pose,sucos_shape,50,100.0
7ay9__1__1.A__1.I,0.75,1,76.59410657599528,27,62.01971386474967,62.01971386474967,Low density,Ligand pose,sucos_shape,50,75.0
7aya__1__1.A__1.H_1.N_1.U,1.0,1,89.60624449465502,74,59.599817120751844,59.599817120751844,High density,Ligand pose,sucos_shape,50,100.0
7ayz__1__1.A__1.D,0.25,1,53.13328867084872,3,52.44704776056975,52.44704776056975,Low density,Ligand pose,sucos_shape,50,25.0
7b2u__1__1.A_1.B__1.C,0.5,1,67.5701613479461,176,55.85202081124581,55.85202081124581,High density,Ligand pose,sucos_shape,50,50.0
7b3g__1__1.A__1.I,0.5,1,54.09587440606427,7,52.02804239247761,52.02804239247761,Low density,Ligand pose,sucos_shape,50,50.0
7b3h__1__1.A__1.H,1.0,1,48.54622741326155,0,,48.54622741326155,No neighbours,Ligand pose,sucos_shape,50,100.0
7b3i__1__1.A__1.I,1.0,1,49.970578729995886,0,,49.970578729995886,No neighbours,Ligand pose,sucos_shape,50,100.0
7b3p__1__1.A__1.G,1.0,1,54.24361022411826,1,54.24361022411826,54.24361022411826,Low density,Ligand pose,sucos_shape,50,100.0
7b3x__1__1.A__1.F,1.0,1,50.6064926197756,3,50.3518121025783,50.3518121025783,Low density,Ligand pose,sucos_shape,50,100.0
7b4x__1__1.A__1.M,1.0,1,54.31309670524564,2,52.34649145227484,52.34649145227484,Low density,Ligand pose,sucos_shape,50,100.0
7b6v__1__1.C_1.D__1.Y,0.25,1,95.23909870523988,273,68.99997785335817,68.99997785335817,High density,Ligand pose,sucos_shape,50,25.0
7b77__1__1.A_2.A__1.F,1.0,1,92.54625285255416,166,58.87450905427577,58.87450905427577,High density,Ligand pose,sucos_shape,50,100.0
7b87__1__1.A__1.N,0.0,1,52.07060529958403,5,51.385515210216184,51.385515210216184,Low density,Ligand pose,sucos_shape,50,0.0
7b89__1__1.A__1.D,0.75,1,92.89638932496077,9,64.8418446506418,64.8418446506418,Low density,Ligand pose,sucos_shape,50,75.0
7b8a__1__1.A__1.F,0.0,1,63.10689607792408,9,54.95401609317404,54.95401609317404,Low density,Ligand pose,sucos_shape,50,0.0
7bbn__1__1.B__1.E_1.F,1.0,1,96.63126060368083,277,82.71079315740504,82.71079315740504,High density,Ligand pose,sucos_shape,50,100.0
7bc1__1__2.A_3.A__3.B_3.C,0.5,2,75.81514602200285,466,54.81571606268293,54.81571606268293,High density,Ligand pose,sucos_shape,50,50.0
7bc9__1__1.A__1.J,0.0,1,60.84941076661921,8,56.6629398118806,56.6629398118806,Low density,Ligand pose,sucos_shape,50,0.0
7bcf__1__1.A__1.H,1.0,1,57.499778476238504,3,54.36697038619815,54.36697038619815,Low density,Ligand pose,sucos_shape,50,100.0
7bdd__1__1.A__1.G,0.0,1,53.03866430058466,3,52.72740456191162,52.72740456191162,Low density,Ligand pose,sucos_shape,50,0.0
7bi6__1__1.A__1.B_1.G,0.0,1,62.56626262963795,1,62.56626262963795,62.56626262963795,Low density,Ligand pose,sucos_shape,50,0.0
7bia__1__1.A_1.B__1.D_1.E,0.5,2,97.67425409119804,831,72.54851603172531,72.54851603172531,High density,Ligand pose,sucos_shape,50,50.0
7bis__1__1.A_2.A__2.F,0.5,1,62.71204436687859,18,56.08742129666499,56.08742129666499,Low density,Ligand pose,sucos_shape,50,50.0
7bk9__1__1.A_2.A__2.F,0.0,1,61.082292213349945,13,54.76434356206118,54.76434356206118,Low density,Ligand pose,sucos_shape,50,0.0
7blw__1__1.A__1.F,0.5,1,52.567205793842106,1,52.567205793842106,52.567205793842106,Low density,Ligand pose,sucos_shape,50,50.0
7bm3__1__1.A__1.M_1.P,0.0,1,47.10357508519031,0,,47.10357508519031,No neighbours,Ligand pose,sucos_shape,50,0.0
7bm7__1__1.A__1.F,0.0,1,71.90604868416172,24,60.98164089749696,60.98164089749696,Low density,Ligand pose,sucos_shape,50,0.0
7bmd__1__1.A__1.G_1.R,0.0,1,55.00541758868794,4,52.271648626117106,52.271648626117106,Low density,Ligand pose,sucos_shape,50,0.0
7bn5__1__1.A__1.G,1.0,1,89.44449131346666,23,64.65682057567994,64.65682057567994,Low density,Ligand pose,sucos_shape,50,100.0
7bn6__1__1.A__1.C_1.D,0.875,2,99.10652444936972,562,78.45960848437502,78.45960848437502,High density,Ligand pose,sucos_shape,50,87.5
7bn7__1__1.A__1.E_1.F,1.0,1,98.39075503238573,357,89.14376446242184,89.14376446242184,High density,Ligand pose,sucos_shape,50,100.0
7bn8__1__1.A__1.G,0.75,1,73.41830066067918,22,63.00456805441358,63.00456805441358,Low density,Ligand pose,sucos_shape,50,75.0
7bnc__1__1.A__1.K,0.5,1,84.84327290198573,23,62.54919846738136,62.54919846738136,Low density,Ligand pose,sucos_shape,50,50.0
7bo0__1__1.A__1.C_1.D,0.75,2,98.01270092940133,718,77.48696309628632,77.48696309628632,High density,Ligand pose,sucos_shape,50,75.0
7bo3__1__1.A__1.M_1.N,0.75,1,83.36774045071773,86,54.69226025200965,54.69226025200965,High density,Ligand pose,sucos_shape,50,75.0
7bo7__1__1.A__1.C,1.0,1,76.42040271452488,52,54.47839545494797,54.47839545494797,Low density,Ligand pose,sucos_shape,50,100.0
7cqs__1__1.A__1.B_1.C,1.0,1,82.62769735756305,31,63.76827966306977,63.76827966306977,Low density,Ligand pose,sucos_shape,50,100.0
7dcb__1__1.A_1.B__1.C_1.D,0.5,1,93.93671413491023,33,59.0508265402178,59.0508265402178,Low density,Ligand pose,sucos_shape,50,50.0
7dcw__1__1.A_1.B__1.D,0.0,1,85.72732408861458,24,59.54909115459011,59.54909115459011,Low density,Ligand pose,sucos_shape,50,0.0
7dg4__1__1.A__1.B,0.75,1,84.02811166228905,181,52.66104304058471,52.66104304058471,High density,Ligand pose,sucos_shape,50,75.0
7dgc__1__1.A_1.B__1.C_1.D,0.25,1,72.85849219115615,17,57.32959803669191,57.32959803669191,Low density,Ligand pose,sucos_shape,50,25.0
7dh3__1__1.A__1.B,0.75,1,86.20732576870951,268,54.84833296392528,54.84833296392528,High density,Ligand pose,sucos_shape,50,75.0
7dh9__1__1.A__1.B,1.0,1,80.59212345201087,120,52.480297433901264,52.480297433901264,High density,Ligand pose,sucos_shape,50,100.0
7dhn__1__1.A__1.B,0.25,1,71.068715230937,121,52.23100538793614,52.23100538793614,High density,Ligand pose,sucos_shape,50,25.0
7dji__1__1.D_1.E__1.L,0.25,1,56.39529504142755,7,52.6745083276614,52.6745083276614,Low density,Ligand pose,sucos_shape,50,25.0
7dlc__1__1.A_1.B__1.C_1.D,0.5,1,79.8103431894117,22,55.03365177844214,55.03365177844214,Low density,Ligand pose,sucos_shape,50,50.0
7dm6__1__1.A_1.B__1.C_1.D,0.0,1,86.5019404945943,15,62.751646447744086,62.751646447744086,Low density,Ligand pose,sucos_shape,50,0.0
7dmc__1__1.A__1.B_1.E_1.F,0.5,1,49.80376355513334,0,,49.80376355513334,No neighbours,Ligand pose,sucos_shape,50,50.0
7dn8__1__1.B__1.I_1.J,1.0,1,96.6802523108401,686,86.0072158575999,86.0072158575999,High density,Ligand pose,sucos_shape,50,100.0
7dow__1__1.A_1.B__1.C,0.5,1,90.86413172535724,17,60.71427839661416,60.71427839661416,Low density,Ligand pose,sucos_shape,50,50.0
7dox__1__1.A_1.B__1.E_1.F,0.25,1,73.5843023677048,11,57.70029759584454,57.70029759584454,Low density,Ligand pose,sucos_shape,50,25.0
7doy__1__1.A_1.B__1.E,0.25,1,78.16008390676035,19,55.606412019360526,55.606412019360526,Low density,Ligand pose,sucos_shape,50,25.0
7dpk__1__1.A_1.B__1.C_1.D,0.5,1,97.9210937146375,17,62.17892314633206,62.17892314633206,Low density,Ligand pose,sucos_shape,50,50.0
7du9__1__1.A_1.B__1.D,0.75,1,94.9769974485859,5,68.99352611833675,68.99352611833675,Low density,Ligand pose,sucos_shape,50,75.0
